Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,20,8,4.4,Feldarbeit,1.44,1.29,132.58,35.8,14.27,38.21,32.36,28.14
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2,4.15,Feldarbeit,1.5,1.32,137.79,37.2,14.79,39.6,24.58,21.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2,4.2,Feldarbeit,1.47,1.38,134.75,36.38,14.49,38.79,23.79,20.69
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2,4.4,Feldarbeit,1.46,1.39,134.27,36.25,14.44,38.66,23.86,20.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2.5,4.15,Feldarbeit,1.51,1.31,138.08,37.28,14.82,39.67,25.43,22.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2.5,4.2,Feldarbeit,1.47,1.37,135.04,36.46,14.52,38.87,24.61,21.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,2.5,4.4,Feldarbeit,1.47,1.39,134.55,36.33,14.47,38.74,24.7,21.48
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,3,4.15,Feldarbeit,1.51,1.31,138.36,37.36,14.84,39.75,26.25,22.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,3,4.2,Feldarbeit,1.48,1.37,135.31,36.53,14.54,38.94,25.4,22.09
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,3,4.4,Feldarbeit,1.47,1.38,134.83,36.4,14.49,38.81,25.53,22.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4,4.15,Feldarbeit,1.53,1.28,139.66,37.71,14.97,40.09,28,24.35
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4,4.2,Feldarbeit,1.49,1.34,136.61,36.89,14.67,39.28,27.09,23.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4,4.4,Feldarbeit,1.49,1.35,136.13,36.75,14.62,39.16,27.27,23.71
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4.5,4.15,Feldarbeit,1.53,1.28,139.93,37.78,15,40.16,28.8,25.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4.5,4.2,Feldarbeit,1.49,1.34,136.89,36.96,14.7,39.36,27.85,24.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,4.5,4.4,Feldarbeit,1.49,1.35,136.41,36.83,14.65,39.23,28.06,24.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,6,4.15,Feldarbeit,1.54,1.26,140.78,38.01,15.08,40.39,31.11,27.05
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,6,4.2,Feldarbeit,1.5,1.32,137.74,37.19,14.78,39.58,30.08,26.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,6,4.4,Feldarbeit,1.5,1.33,137.26,37.06,14.73,39.45,30.36,26.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,8,4.15,Feldarbeit,1.56,1.23,142.64,38.51,15.27,40.88,34.21,29.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,8,4.2,Feldarbeit,1.53,1.28,139.6,37.69,14.97,40.08,33.07,28.76
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",1,-,30,8,4.4,Feldarbeit,1.52,1.29,139.11,37.56,14.92,39.95,33.43,29.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2,4.15,Feldarbeit,1.03,1.41,96.33,26.01,10.69,28.59,18.84,16.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2,4.2,Feldarbeit,1,1.46,94.18,25.43,10.48,28.02,18.29,15.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2,4.4,Feldarbeit,0.95,1.52,89.34,24.12,10,26.74,17.54,15.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2.5,4.15,Feldarbeit,1.03,1.4,96.61,26.08,10.72,28.67,19.9,17.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2.5,4.2,Feldarbeit,1.01,1.45,94.46,25.5,10.5,28.1,19.32,16.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,2.5,4.4,Feldarbeit,0.95,1.51,89.61,24.2,10.02,26.81,18.56,16.14
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,3,4.15,Feldarbeit,1.03,1.4,96.89,26.16,10.74,28.74,20.71,18.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,3,4.2,Feldarbeit,1.01,1.45,94.75,25.58,10.53,28.17,20.11,17.49
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,3,4.4,Feldarbeit,0.95,1.51,89.9,24.27,10.05,26.89,19.35,16.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4,4.15,Feldarbeit,1.05,1.38,97.82,26.41,10.84,28.99,22.38,19.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4,4.2,Feldarbeit,1.02,1.43,95.67,25.83,10.62,28.42,21.74,18.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4,4.4,Feldarbeit,0.96,1.48,90.83,24.52,10.14,27.13,20.98,18.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4.5,4.15,Feldarbeit,1.05,1.37,98.1,26.49,10.86,29.06,23.16,20.14
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4.5,4.2,Feldarbeit,1.02,1.42,95.95,25.91,10.65,28.49,22.51,19.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,4.5,4.4,Feldarbeit,0.97,1.48,91.11,24.6,10.17,27.21,21.75,18.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,6,4.15,Feldarbeit,1.06,1.34,99.31,26.81,10.98,29.38,25.52,22.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,6,4.2,Feldarbeit,1.04,1.39,97.16,26.23,10.77,28.81,24.79,21.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,6,4.4,Feldarbeit,1.01,1.45,94.79,25.59,10.54,28.18,24.29,21.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,8,4.15,Feldarbeit,1.08,1.31,100.81,27.22,11.13,29.78,28.52,24.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,8,4.2,Feldarbeit,1.06,1.36,98.66,26.64,10.92,29.21,27.72,24.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,1,8,4.4,Feldarbeit,1.03,1.41,96.29,26,10.68,28.58,27.2,23.65
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2,4.15,Feldarbeit,1.03,1.41,96.88,26.16,10.74,28.74,19.15,16.65
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2,4.2,Feldarbeit,1.01,1.46,94.73,25.58,10.53,28.17,18.58,16.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2,4.4,Feldarbeit,0.95,1.52,89.8,24.25,10.04,26.86,17.81,15.49
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2.5,4.15,Feldarbeit,1.04,1.4,97.16,26.23,10.77,28.81,19.98,17.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2.5,4.2,Feldarbeit,1.01,1.45,95.01,25.65,10.56,28.24,19.4,16.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,2.5,4.4,Feldarbeit,0.96,1.51,90.07,24.32,10.07,26.93,18.63,16.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,3,4.15,Feldarbeit,1.04,1.4,97.44,26.31,10.8,28.89,20.79,18.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,3,4.2,Feldarbeit,1.02,1.45,95.29,25.73,10.59,28.32,20.19,17.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,3,4.4,Feldarbeit,0.96,1.51,90.36,24.4,10.1,27.01,19.42,16.89
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4,4.15,Feldarbeit,1.05,1.38,98.37,26.56,10.89,29.13,22.46,19.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4,4.2,Feldarbeit,1.03,1.43,96.22,25.98,10.68,28.56,21.82,18.97
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4,4.4,Feldarbeit,1,1.48,93.85,25.34,10.44,27.94,21.32,18.54
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4.5,4.15,Feldarbeit,1.06,1.37,98.65,26.64,10.92,29.21,23.24,20.21
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4.5,4.2,Feldarbeit,1.03,1.42,96.5,26.06,10.71,28.64,22.59,19.64
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,4.5,4.4,Feldarbeit,1,1.48,94.13,25.42,10.47,28.01,22.08,19.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,6,4.15,Feldarbeit,1.07,1.34,99.86,26.96,11.04,29.53,25.6,22.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,6,4.2,Feldarbeit,1.04,1.39,97.71,26.38,10.83,28.96,24.87,21.63
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,6,4.4,Feldarbeit,1.02,1.45,95.34,25.74,10.59,28.33,24.37,21.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,8,4.15,Feldarbeit,1.09,1.31,101.36,27.37,11.19,29.93,28.6,24.87
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,8,4.2,Feldarbeit,1.06,1.36,99.21,26.79,10.97,29.36,27.8,24.17
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,2,8,4.4,Feldarbeit,1.03,1.41,96.84,26.15,10.74,28.73,27.28,23.72
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2,4.15,Feldarbeit,1.04,1.41,97.39,26.29,10.79,28.87,19.22,16.71
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2,4.2,Feldarbeit,1.02,1.46,95.24,25.71,10.58,28.3,18.66,16.23
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2,4.4,Feldarbeit,0.96,1.52,90.21,24.36,10.08,26.97,17.88,15.55
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2.5,4.15,Feldarbeit,1.04,1.4,97.67,26.37,10.82,28.95,20.06,17.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2.5,4.2,Feldarbeit,1.02,1.45,95.52,25.79,10.61,28.38,19.48,16.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,2.5,4.4,Feldarbeit,0.96,1.51,90.5,24.43,10.11,27.05,18.69,16.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,3,4.15,Feldarbeit,1.05,1.4,97.95,26.45,10.85,29.02,20.87,18.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,3,4.2,Feldarbeit,1.02,1.45,95.8,25.87,10.64,28.45,20.27,17.63
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,3,4.4,Feldarbeit,0.96,1.51,90.78,24.51,10.14,27.12,19.49,16.95
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4,4.15,Feldarbeit,1.06,1.38,98.88,26.7,10.94,29.27,22.54,19.6
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4,4.2,Feldarbeit,1.03,1.43,96.73,26.12,10.73,28.7,21.9,19.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4,4.4,Feldarbeit,1.01,1.48,94.36,25.48,10.49,28.07,21.4,18.61
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4.5,4.15,Feldarbeit,1.06,1.37,99.16,26.77,10.97,29.34,23.32,20.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4.5,4.2,Feldarbeit,1.04,1.42,97.01,26.19,10.76,28.77,22.66,19.7
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,4.5,4.4,Feldarbeit,1.01,1.48,94.64,25.55,10.52,28.14,22.16,19.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,6,4.15,Feldarbeit,1.07,1.34,100.37,27.1,11.09,29.67,25.68,22.33
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,6,4.2,Feldarbeit,1.05,1.39,98.22,26.52,10.88,29.09,24.96,21.7
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,6,4.4,Feldarbeit,1.02,1.45,95.85,25.88,10.64,28.46,24.45,21.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,8,4.15,Feldarbeit,1.09,1.31,101.87,27.5,11.24,30.06,28.67,24.93
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,8,4.2,Feldarbeit,1.07,1.36,99.72,26.92,11.02,29.49,27.88,24.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,3,8,4.4,Feldarbeit,1.04,1.41,97.35,26.28,10.79,28.86,27.36,23.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2,4.15,Feldarbeit,1.05,1.41,97.86,26.42,10.84,29,19.3,16.78
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2,4.2,Feldarbeit,1.02,1.46,95.71,25.84,10.63,28.43,18.75,16.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2,4.4,Feldarbeit,0.96,1.52,90.61,24.47,10.12,27.08,17.94,15.6
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2.5,4.15,Feldarbeit,1.05,1.4,98.14,26.5,10.87,29.07,20.13,17.5
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2.5,4.2,Feldarbeit,1.02,1.45,95.99,25.92,10.66,28.5,19.55,17
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,2.5,4.4,Feldarbeit,0.97,1.51,90.89,24.54,10.15,27.15,18.76,16.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,3,4.15,Feldarbeit,1.05,1.4,98.42,26.57,10.9,29.15,20.95,18.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,3,4.2,Feldarbeit,1.03,1.45,96.27,25.99,10.68,28.58,20.36,17.7
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,3,4.4,Feldarbeit,1,1.51,93.9,25.35,10.45,27.95,19.85,17.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,4,4.15,Feldarbeit,1.06,1.38,99.35,26.82,10.99,29.39,22.61,19.66
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,4,4.2,Feldarbeit,1.04,1.43,97.2,26.24,10.77,28.82,21.98,19.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,4,4.4,Feldarbeit,1.01,1.48,94.83,25.6,10.54,28.2,21.47,18.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel; Standwagen am Schalgrand; Strohablage in Schwad","Mähdrescher, 8.500 l, 200 kW; Schneidwerk, 4,5 m",2,-,4,4.5,4.15,Feldarbeit,1.07,1.37,99.63,26.9,11.02,29.47,23.4,20.35
