Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.2,Feldarbeit,1.36,2.4,175.69,47.44,14.2,47.42,31.52,27.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.2,Transport,1.02,0,13.51,3.37,1.81,9.57,9.61,8.36
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.2,,2.38,,189.2,50.81,16.01,56.99,41.13,35.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.3,Feldarbeit,1.36,2.41,175.52,47.39,14.19,47.37,31.58,27.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.3,Transport,1.02,0,13.49,3.37,1.8,9.55,9.59,8.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.3,,2.38,,189.01,50.76,15.99,56.92,41.17,35.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.4,Feldarbeit,1.36,2.42,175.33,47.34,14.17,47.32,31.63,27.5
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.4,Transport,1.02,0,13.47,3.36,1.8,9.53,9.57,8.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,20,6,7.4,,2.38,,188.8,50.7,15.97,56.85,41.2,35.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,28.78,25.03
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7,Transport,1.12,0,10.02,2.61,1.39,9.46,10.6,9.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7,,2.66,,207.59,55.95,17.22,62.47,39.38,34.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,27.09,23.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.2,Transport,1.06,0,9.37,2.44,1.3,8.72,9.98,8.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.2,,2.52,,197.38,53.2,16.42,59.28,37.07,32.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,27.11,23.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.3,Transport,1.06,0,9.35,2.43,1.3,8.7,9.97,8.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.3,,2.52,,197.19,53.15,16.41,59.22,37.08,32.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,27.11,23.57
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.4,Transport,1.06,0,9.33,2.43,1.29,8.67,9.95,8.65
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2,7.4,,2.52,,196.98,53.09,16.38,59.14,37.06,32.22
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,29.69,25.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7,Transport,1.12,0,10.61,2.75,1.47,9.65,10.64,9.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7,,2.66,,208.18,56.09,17.3,62.66,40.33,35.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,27.93,24.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.2,Transport,1.06,0,9.96,2.57,1.37,8.91,10.02,8.71
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.2,,2.52,,197.97,53.33,16.49,59.47,37.95,33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,27.96,24.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.3,Transport,1.06,0,9.94,2.57,1.37,8.89,10.01,8.7
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.3,,2.52,,197.78,53.29,16.48,59.41,37.97,33.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,27.97,24.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.4,Transport,1.06,0,9.92,2.56,1.37,8.86,9.98,8.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,2.5,7.4,,2.52,,197.57,53.22,16.46,59.33,37.95,33
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,30.57,26.58
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7,Transport,1.12,0,11.2,2.89,1.54,9.84,10.67,9.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7,,2.66,,208.77,56.23,17.37,62.85,41.24,35.86
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,28.76,25.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.2,Transport,1.06,0,10.55,2.71,1.45,9.1,10.05,8.74
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.2,,2.52,,198.56,53.47,16.57,59.66,38.81,33.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,28.78,25.03
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.3,Transport,1.06,0,10.53,2.7,1.44,9.08,10.04,8.73
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.3,,2.52,,198.37,53.42,16.55,59.6,38.82,33.76
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,28.8,25.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.4,Transport,1.06,0,10.51,2.7,1.44,9.05,10.02,8.71
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,3,7.4,,2.52,,198.16,53.36,16.53,59.52,38.82,33.75
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,32.27,28.06
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7,Transport,1.12,0,12.38,3.16,1.69,10.22,10.74,9.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7,,2.66,,209.95,56.5,17.52,63.23,43.01,37.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,30.34,26.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.2,Transport,1.06,0,11.73,2.98,1.59,9.48,10.13,8.81
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.2,,2.52,,199.74,53.74,16.71,60.04,40.47,35.19
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,30.37,26.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.3,Transport,1.06,0,11.71,2.98,1.59,9.46,10.11,8.79
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.3,,2.52,,199.55,53.7,16.7,59.98,40.48,35.2
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,30.41,26.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.4,Transport,1.06,0,11.69,2.97,1.59,9.43,10.09,8.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4,7.4,,2.52,,199.34,53.63,16.68,59.9,40.5,35.21
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,33.1,28.78
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7,Transport,1.12,0,12.97,3.29,1.76,10.4,10.78,9.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7,,2.66,,210.54,56.63,17.59,63.41,43.88,38.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,31.11,27.05
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.2,Transport,1.06,0,12.32,3.12,1.67,9.66,10.17,8.84
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.2,,2.52,,200.33,53.88,16.79,60.22,41.28,35.89
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,31.14,27.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.3,Transport,1.06,0,12.3,3.11,1.66,9.64,10.14,8.82
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.3,,2.52,,200.14,53.83,16.77,60.16,41.28,35.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,31.18,27.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.4,Transport,1.06,0,12.28,3.11,1.66,9.62,10.12,8.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,4.5,7.4,,2.52,,199.93,53.77,16.75,60.09,41.3,35.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7,Feldarbeit,1.54,2.2,197.57,53.34,15.83,53.01,35.48,30.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7,Transport,1.12,0,14.74,3.7,1.98,10.97,10.89,9.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7,,2.66,,212.31,57.04,17.81,63.98,46.37,40.32
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.2,Feldarbeit,1.46,2.4,188.01,50.76,15.12,50.56,33.33,28.98
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.2,Transport,1.06,0,14.09,3.53,1.89,10.23,10.27,8.93
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.2,,2.52,,202.1,54.29,17.01,60.79,43.6,37.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.3,Feldarbeit,1.46,2.41,187.84,50.72,15.11,50.52,33.38,29.03
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.3,Transport,1.06,0,14.07,3.52,1.89,10.21,10.26,8.92
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.3,,2.52,,201.91,54.24,17,60.73,43.64,37.95
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.4,Feldarbeit,1.46,2.42,187.65,50.66,15.09,50.47,33.43,29.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.4,Transport,1.06,0,14.05,3.52,1.88,10.19,10.24,8.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",0.5,-,30,6,7.4,,2.52,,201.7,54.18,16.97,60.66,43.67,37.97
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,17.3,15.04
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7,Transport,0.65,0,8.32,2.15,1.15,7.52,5.65,4.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7,,1.46,,116.52,31.36,10.32,37.69,22.95,19.95
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,16.51,14.36
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.2,Transport,0.63,0,7.96,2.06,1.1,7.11,5.32,4.63
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.2,,1.42,,112.92,30.4,10.03,36.45,21.83,18.99
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,16.54,14.38
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.3,Transport,0.63,0,7.94,2.05,1.09,7.1,5.31,4.62
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.3,,1.41,,112.78,30.36,10.01,36.41,21.85,19
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,16.56,14.4
